id,Predicción
164005,No Fumador
164006,Fumador
164007,No Fumador
164008,No Fumador
164009,No Fumador
164010,No Fumador
164011,Fumador
164012,Fumador
164013,No Fumador
164014,Fumador
164015,No Fumador
164016,No Fumador
164017,Fumador
164018,No Fumador
164019,No Fumador
164020,No Fumador
164021,No Fumador
164022,No Fumador
164023,Fumador
164024,Fumador
164025,No Fumador
164026,No Fumador
164027,No Fumador
164028,No Fumador
164029,No Fumador
164030,Fumador
164031,No Fumador
164032,No Fumador
164033,Fumador
164034,Fumador
164035,No Fumador
164036,Fumador
164037,Fumador
164038,No Fumador
164039,No Fumador
164040,Fumador
164041,Fumador
164042,Fumador
164043,No Fumador
164044,No Fumador
164045,Fumador
164046,No Fumador
164047,No Fumador
164048,No Fumador
164049,No Fumador
164050,No Fumador
164051,No Fumador
164052,No Fumador
164053,No Fumador
164054,No Fumador
164055,No Fumador
164056,Fumador
164057,No Fumador
164058,No Fumador
164059,Fumador
164060,No Fumador
164061,Fumador
164062,Fumador
164063,Fumador
164064,Fumador
164065,No Fumador
164066,Fumador
164067,No Fumador
164068,No Fumador
164069,No Fumador
164070,No Fumador
164071,Fumador
164072,No Fumador
164073,Fumador
164074,No Fumador
164075,Fumador
164076,No Fumador
164077,Fumador
164078,Fumador
164079,No Fumador
164080,No Fumador
164081,No Fumador
164082,Fumador
164083,No Fumador
164084,No Fumador
164085,No Fumador
164086,Fumador
164087,No Fumador
164088,No Fumador
164089,No Fumador
164090,No Fumador
164091,No Fumador
164092,Fumador
164093,No Fumador
164094,No Fumador
164095,Fumador
164096,No Fumador
164097,No Fumador
164098,No Fumador
164099,No Fumador
164100,Fumador
164101,Fumador
164102,No Fumador
164103,No Fumador
164104,Fumador
164105,Fumador
164106,No Fumador
164107,Fumador
164108,Fumador
164109,No Fumador
164110,Fumador
164111,No Fumador
164112,No Fumador
164113,No Fumador
164114,No Fumador
164115,Fumador
164116,No Fumador
164117,Fumador
164118,No Fumador
164119,No Fumador
164120,Fumador
164121,No Fumador
164122,No Fumador
164123,No Fumador
164124,Fumador
164125,No Fumador
164126,No Fumador
164127,No Fumador
164128,No Fumador
164129,No Fumador
164130,No Fumador
164131,Fumador
164132,Fumador
164133,No Fumador
164134,No Fumador
164135,No Fumador
164136,Fumador
164137,Fumador
164138,Fumador
164139,No Fumador
164140,No Fumador
164141,No Fumador
164142,No Fumador
164143,No Fumador
164144,No Fumador
164145,No Fumador
164146,No Fumador
164147,No Fumador
164148,No Fumador
164149,No Fumador
164150,No Fumador
164151,Fumador
164152,No Fumador
164153,No Fumador
164154,No Fumador
164155,No Fumador
164156,No Fumador
164157,No Fumador
164158,Fumador
164159,Fumador
164160,Fumador
164161,Fumador
164162,Fumador
164163,Fumador
164164,No Fumador
164165,No Fumador
164166,No Fumador
164167,No Fumador
164168,No Fumador
164169,No Fumador
164170,Fumador
164171,No Fumador
164172,Fumador
164173,No Fumador
164174,No Fumador
164175,Fumador
164176,Fumador
164177,No Fumador
164178,Fumador
164179,No Fumador
164180,Fumador
164181,No Fumador
164182,No Fumador
164183,No Fumador
164184,No Fumador
164185,No Fumador
164186,No Fumador
164187,Fumador
164188,No Fumador
164189,Fumador
164190,Fumador
164191,No Fumador
164192,Fumador
164193,No Fumador
164194,No Fumador
164195,No Fumador
164196,Fumador
164197,No Fumador
164198,No Fumador
164199,Fumador
164200,Fumador
164201,No Fumador
164202,No Fumador
164203,No Fumador
164204,Fumador
164205,No Fumador
164206,No Fumador
164207,No Fumador
164208,Fumador
164209,Fumador
164210,No Fumador
164211,Fumador
164212,No Fumador
164213,Fumador
164214,No Fumador
164215,No Fumador
164216,No Fumador
164217,No Fumador
164218,Fumador
164219,No Fumador
164220,No Fumador
164221,No Fumador
164222,No Fumador
164223,No Fumador
164224,No Fumador
164225,Fumador
164226,No Fumador
164227,Fumador
164228,No Fumador
164229,Fumador
164230,Fumador
164231,No Fumador
164232,No Fumador
164233,Fumador
164234,Fumador
164235,No Fumador
164236,No Fumador
164237,No Fumador
164238,Fumador
164239,Fumador
164240,Fumador
164241,No Fumador
164242,Fumador
164243,Fumador
164244,Fumador
164245,No Fumador
164246,No Fumador
164247,No Fumador
164248,No Fumador
164249,No Fumador
164250,Fumador
164251,No Fumador
164252,No Fumador
164253,No Fumador
164254,No Fumador
164255,Fumador
164256,No Fumador
164257,No Fumador
164258,Fumador
164259,No Fumador
164260,Fumador
164261,No Fumador
164262,No Fumador
164263,No Fumador
164264,No Fumador
164265,No Fumador
164266,Fumador
164267,No Fumador
164268,No Fumador
164269,No Fumador
164270,Fumador
164271,No Fumador
164272,Fumador
164273,Fumador
164274,Fumador
164275,Fumador
164276,No Fumador
164277,No Fumador
164278,No Fumador
164279,No Fumador
164280,Fumador
164281,Fumador
164282,No Fumador
164283,No Fumador
164284,No Fumador
164285,Fumador
164286,Fumador
164287,Fumador
164288,No Fumador
164289,Fumador
164290,No Fumador
164291,No Fumador
164292,No Fumador
164293,No Fumador
164294,No Fumador
164295,Fumador
164296,Fumador
164297,No Fumador
164298,No Fumador
164299,No Fumador
164300,Fumador
164301,No Fumador
164302,No Fumador
164303,No Fumador
164304,Fumador
164305,No Fumador
164306,Fumador
164307,Fumador
164308,Fumador
164309,No Fumador
164310,No Fumador
164311,Fumador
164312,Fumador
164313,Fumador
164314,No Fumador
164315,No Fumador
164316,No Fumador
164317,Fumador
164318,No Fumador
164319,No Fumador
164320,Fumador
164321,Fumador
164322,No Fumador
164323,Fumador
164324,No Fumador
164325,No Fumador
164326,Fumador
164327,Fumador
164328,Fumador
164329,No Fumador
164330,Fumador
164331,No Fumador
164332,No Fumador
164333,No Fumador
164334,No Fumador
164335,No Fumador
164336,No Fumador
164337,No Fumador
164338,Fumador
164339,No Fumador
164340,No Fumador
164341,No Fumador
164342,No Fumador
164343,No Fumador
164344,Fumador
164345,No Fumador
164346,Fumador
164347,Fumador
164348,Fumador
164349,Fumador
164350,No Fumador
164351,No Fumador
164352,No Fumador
164353,No Fumador
164354,Fumador
164355,No Fumador
164356,No Fumador
164357,No Fumador
164358,No Fumador
164359,No Fumador
164360,No Fumador
164361,No Fumador
164362,Fumador
164363,Fumador
164364,No Fumador
164365,No Fumador
164366,No Fumador
164367,No Fumador
164368,Fumador
164369,No Fumador
164370,No Fumador
164371,No Fumador
164372,No Fumador
164373,No Fumador
164374,Fumador
164375,No Fumador
164376,Fumador
164377,Fumador
164378,No Fumador
164379,No Fumador
164380,Fumador
164381,Fumador
164382,Fumador
164383,No Fumador
164384,Fumador
164385,No Fumador
164386,Fumador
164387,No Fumador
164388,No Fumador
164389,No Fumador
164390,No Fumador
164391,No Fumador
164392,Fumador
164393,No Fumador
164394,No Fumador
164395,Fumador
164396,Fumador
164397,No Fumador
164398,Fumador
164399,No Fumador
164400,No Fumador
164401,Fumador
164402,Fumador
164403,Fumador
164404,Fumador
164405,Fumador
164406,No Fumador
164407,Fumador
164408,No Fumador
164409,Fumador
164410,Fumador
164411,No Fumador
164412,No Fumador
164413,Fumador
164414,Fumador
164415,No Fumador
164416,Fumador
164417,No Fumador
164418,Fumador
164419,No Fumador
164420,No Fumador
164421,Fumador
164422,Fumador
164423,No Fumador
164424,No Fumador
164425,Fumador
164426,No Fumador
164427,Fumador
164428,No Fumador
164429,No Fumador
164430,No Fumador
164431,No Fumador
164432,No Fumador
164433,No Fumador
164434,Fumador
164435,Fumador
164436,Fumador
164437,No Fumador
164438,No Fumador
164439,No Fumador
164440,Fumador
164441,No Fumador
164442,No Fumador
164443,No Fumador
164444,No Fumador
164445,No Fumador
164446,Fumador
164447,No Fumador
164448,No Fumador
164449,No Fumador
164450,Fumador
164451,Fumador
164452,Fumador
164453,Fumador
164454,Fumador
164455,No Fumador
164456,Fumador
164457,Fumador
164458,Fumador
164459,No Fumador
164460,Fumador
164461,No Fumador
164462,Fumador
164463,Fumador
164464,Fumador
164465,Fumador
164466,No Fumador
164467,No Fumador
164468,Fumador
164469,Fumador
164470,No Fumador
164471,No Fumador
164472,Fumador
164473,Fumador
164474,No Fumador
164475,Fumador
164476,No Fumador
164477,Fumador
164478,No Fumador
164479,No Fumador
164480,No Fumador
164481,No Fumador
164482,No Fumador
164483,Fumador
164484,No Fumador
164485,No Fumador
164486,No Fumador
164487,Fumador
164488,No Fumador
164489,Fumador
164490,No Fumador
164491,No Fumador
164492,No Fumador
164493,Fumador
164494,No Fumador
164495,No Fumador
164496,Fumador
164497,No Fumador
164498,Fumador
164499,Fumador
164500,Fumador
164501,No Fumador
164502,No Fumador
164503,Fumador
164504,Fumador
164505,No Fumador
164506,Fumador
164507,No Fumador
164508,Fumador
164509,No Fumador
164510,No Fumador
164511,Fumador
164512,No Fumador
164513,No Fumador
164514,Fumador
164515,No Fumador
164516,No Fumador
164517,Fumador
164518,No Fumador
164519,Fumador
164520,No Fumador
164521,Fumador
164522,No Fumador
164523,No Fumador
164524,No Fumador
164525,No Fumador
164526,No Fumador
164527,No Fumador
164528,Fumador
164529,No Fumador
164530,Fumador
164531,Fumador
164532,No Fumador
164533,No Fumador
164534,No Fumador
164535,No Fumador
164536,Fumador
164537,No Fumador
164538,No Fumador
164539,No Fumador
164540,No Fumador
164541,Fumador
164542,No Fumador
164543,Fumador
164544,Fumador
164545,No Fumador
164546,Fumador
164547,No Fumador
164548,Fumador
164549,No Fumador
164550,No Fumador
164551,Fumador
164552,Fumador
164553,No Fumador
164554,No Fumador
164555,No Fumador
164556,No Fumador
164557,Fumador
164558,No Fumador
164559,Fumador
164560,No Fumador
164561,No Fumador
164562,No Fumador
164563,Fumador
164564,Fumador
164565,No Fumador
164566,No Fumador
164567,Fumador
164568,Fumador
164569,Fumador
164570,Fumador
164571,Fumador
164572,No Fumador
164573,Fumador
164574,Fumador
164575,No Fumador
164576,No Fumador
164577,Fumador
164578,Fumador
164579,No Fumador
164580,No Fumador
164581,No Fumador
164582,No Fumador
164583,Fumador
164584,No Fumador
164585,No Fumador
164586,No Fumador
164587,Fumador
164588,Fumador
164589,Fumador
164590,No Fumador
164591,No Fumador
164592,Fumador
164593,No Fumador
164594,No Fumador
164595,No Fumador
164596,No Fumador
164597,No Fumador
164598,Fumador
164599,Fumador
164600,Fumador
164601,No Fumador
164602,Fumador
164603,No Fumador
164604,No Fumador
164605,No Fumador
164606,No Fumador
164607,Fumador
164608,Fumador
164609,Fumador
164610,No Fumador
164611,Fumador
164612,No Fumador
164613,No Fumador
164614,No Fumador
164615,No Fumador
164616,No Fumador
164617,Fumador
164618,Fumador
164619,No Fumador
164620,Fumador
164621,Fumador
164622,Fumador
164623,Fumador
164624,No Fumador
164625,No Fumador
164626,Fumador
164627,No Fumador
164628,No Fumador
164629,No Fumador
164630,No Fumador
164631,Fumador
164632,No Fumador
164633,No Fumador
164634,Fumador
164635,No Fumador
164636,Fumador
164637,No Fumador
164638,No Fumador
164639,No Fumador
164640,Fumador
164641,No Fumador
164642,No Fumador
164643,No Fumador
164644,Fumador
164645,No Fumador
164646,No Fumador
164647,No Fumador
164648,No Fumador
164649,Fumador
164650,Fumador
164651,No Fumador
164652,No Fumador
164653,Fumador
164654,Fumador
164655,No Fumador
164656,Fumador
164657,Fumador
164658,No Fumador
164659,Fumador
164660,Fumador
164661,No Fumador
164662,No Fumador
164663,No Fumador
164664,Fumador
164665,No Fumador
164666,No Fumador
164667,No Fumador
164668,No Fumador
164669,No Fumador
164670,No Fumador
164671,Fumador
164672,No Fumador
164673,No Fumador
164674,Fumador
164675,Fumador
164676,No Fumador
164677,Fumador
164678,No Fumador
164679,Fumador
164680,No Fumador
164681,No Fumador
164682,No Fumador
164683,Fumador
164684,No Fumador
164685,No Fumador
164686,No Fumador
164687,No Fumador
164688,No Fumador
164689,No Fumador
164690,Fumador
164691,Fumador
164692,No Fumador
164693,No Fumador
164694,No Fumador
164695,Fumador
164696,No Fumador
164697,No Fumador
164698,No Fumador
164699,No Fumador
164700,Fumador
164701,No Fumador
164702,No Fumador
164703,No Fumador
164704,No Fumador
164705,Fumador
164706,No Fumador
164707,No Fumador
164708,No Fumador
164709,Fumador
164710,No Fumador
164711,Fumador
164712,No Fumador
164713,No Fumador
164714,No Fumador
164715,No Fumador
164716,No Fumador
164717,No Fumador
164718,Fumador
164719,Fumador
164720,No Fumador
164721,Fumador
164722,Fumador
164723,Fumador
164724,Fumador
164725,Fumador
164726,No Fumador
164727,Fumador
164728,Fumador
164729,Fumador
164730,No Fumador
164731,No Fumador
164732,Fumador
164733,No Fumador
164734,No Fumador
164735,Fumador
164736,No Fumador
164737,No Fumador
164738,Fumador
164739,No Fumador
164740,Fumador
164741,No Fumador
164742,Fumador
164743,Fumador
164744,Fumador
164745,No Fumador
164746,Fumador
164747,No Fumador
164748,Fumador
164749,No Fumador
164750,No Fumador
164751,Fumador
164752,Fumador
164753,No Fumador
164754,No Fumador
164755,Fumador
164756,No Fumador
164757,Fumador
164758,No Fumador
164759,Fumador
164760,Fumador
164761,No Fumador
164762,No Fumador
164763,No Fumador
164764,Fumador
164765,Fumador
164766,Fumador
164767,No Fumador
164768,No Fumador
164769,Fumador
164770,No Fumador
164771,No Fumador
164772,Fumador
164773,No Fumador
164774,No Fumador
164775,No Fumador
164776,Fumador
164777,No Fumador
164778,No Fumador
164779,Fumador
164780,No Fumador
164781,Fumador
164782,Fumador
164783,Fumador
164784,No Fumador
164785,No Fumador
164786,No Fumador
164787,No Fumador
164788,No Fumador
164789,No Fumador
164790,Fumador
164791,No Fumador
164792,Fumador
164793,Fumador
164794,Fumador
164795,No Fumador
164796,No Fumador
164797,Fumador
164798,No Fumador
164799,No Fumador
164800,No Fumador
164801,Fumador
164802,Fumador
164803,Fumador
164804,Fumador
164805,Fumador
164806,Fumador
164807,No Fumador
164808,Fumador
164809,No Fumador
164810,Fumador
164811,Fumador
164812,No Fumador
164813,Fumador
164814,No Fumador
164815,No Fumador
164816,No Fumador
164817,No Fumador
164818,No Fumador
164819,No Fumador
164820,Fumador
164821,Fumador
164822,No Fumador
164823,No Fumador
164824,No Fumador
164825,No Fumador
164826,No Fumador
164827,No Fumador
164828,No Fumador
164829,Fumador
164830,No Fumador
164831,No Fumador
164832,Fumador
164833,Fumador
164834,No Fumador
164835,No Fumador
164836,No Fumador
164837,No Fumador
164838,No Fumador
164839,No Fumador
164840,No Fumador
164841,No Fumador
164842,No Fumador
164843,No Fumador
164844,Fumador
164845,No Fumador
164846,Fumador
164847,Fumador
164848,No Fumador
164849,No Fumador
164850,Fumador
164851,Fumador
164852,No Fumador
164853,Fumador
164854,No Fumador
164855,Fumador
164856,No Fumador
164857,No Fumador
164858,No Fumador
164859,No Fumador
164860,No Fumador
164861,No Fumador
164862,Fumador
164863,Fumador
164864,Fumador
164865,Fumador
164866,No Fumador
164867,Fumador
164868,No Fumador
164869,No Fumador
164870,No Fumador
164871,No Fumador
164872,No Fumador
164873,No Fumador
164874,Fumador
164875,No Fumador
164876,Fumador
164877,No Fumador
164878,Fumador
164879,No Fumador
164880,No Fumador
164881,No Fumador
164882,No Fumador
164883,Fumador
164884,No Fumador
164885,Fumador
164886,Fumador
164887,Fumador
164888,Fumador
164889,No Fumador
164890,Fumador
164891,Fumador
164892,No Fumador
164893,No Fumador
164894,No Fumador
164895,Fumador
164896,No Fumador
164897,No Fumador
164898,No Fumador
164899,No Fumador
164900,No Fumador
164901,Fumador
164902,No Fumador
164903,No Fumador
164904,No Fumador
164905,No Fumador
164906,No Fumador
164907,No Fumador
164908,Fumador
164909,No Fumador
164910,No Fumador
164911,No Fumador
164912,Fumador
164913,No Fumador
164914,No Fumador
164915,Fumador
164916,No Fumador
164917,No Fumador
164918,Fumador
164919,No Fumador
164920,No Fumador
164921,Fumador
164922,No Fumador
164923,Fumador
164924,Fumador
164925,Fumador
164926,No Fumador
164927,No Fumador
164928,No Fumador
164929,No Fumador
164930,No Fumador
164931,Fumador
164932,No Fumador
164933,Fumador
164934,No Fumador
164935,No Fumador
164936,No Fumador
164937,No Fumador
164938,No Fumador
164939,No Fumador
164940,Fumador
164941,No Fumador
164942,No Fumador
164943,No Fumador
164944,Fumador
164945,No Fumador
164946,No Fumador
164947,No Fumador
164948,No Fumador
164949,No Fumador
164950,Fumador
164951,No Fumador
164952,No Fumador
164953,Fumador
164954,Fumador
164955,Fumador
164956,Fumador
164957,Fumador
164958,Fumador
164959,No Fumador
164960,Fumador
164961,No Fumador
164962,Fumador
164963,No Fumador
164964,Fumador
164965,No Fumador
164966,No Fumador
164967,No Fumador
164968,No Fumador
164969,No Fumador
164970,No Fumador
164971,No Fumador
164972,Fumador
164973,No Fumador
164974,Fumador
164975,No Fumador
164976,No Fumador
164977,Fumador
164978,Fumador
164979,No Fumador
164980,Fumador
164981,No Fumador
164982,Fumador
164983,Fumador
164984,No Fumador
164985,No Fumador
164986,No Fumador
164987,No Fumador
164988,Fumador
164989,Fumador
164990,No Fumador
164991,No Fumador
164992,No Fumador
164993,Fumador
164994,Fumador
164995,No Fumador
164996,Fumador
164997,No Fumador
164998,Fumador
164999,No Fumador
165000,No Fumador
165001,No Fumador
165002,No Fumador
165003,Fumador
165004,No Fumador
165005,No Fumador
165006,Fumador
165007,No Fumador
165008,No Fumador
165009,No Fumador
165010,No Fumador
165011,No Fumador
165012,Fumador
165013,No Fumador
165014,No Fumador
165015,Fumador
165016,No Fumador
165017,No Fumador
165018,No Fumador
165019,No Fumador
165020,Fumador
165021,Fumador
165022,No Fumador
165023,No Fumador
165024,Fumador
165025,No Fumador
165026,Fumador
165027,No Fumador
165028,Fumador
165029,Fumador
165030,Fumador
165031,No Fumador
165032,No Fumador
165033,Fumador
165034,Fumador
165035,No Fumador
165036,No Fumador
165037,Fumador
165038,No Fumador
165039,No Fumador
165040,No Fumador
165041,No Fumador
165042,No Fumador
165043,No Fumador
165044,Fumador
165045,No Fumador
165046,No Fumador
165047,No Fumador
165048,Fumador
165049,No Fumador
165050,No Fumador
165051,Fumador
165052,No Fumador
165053,No Fumador
165054,No Fumador
165055,Fumador
165056,No Fumador
165057,No Fumador
165058,No Fumador
165059,No Fumador
165060,No Fumador
165061,No Fumador
165062,No Fumador
165063,No Fumador
165064,Fumador
165065,No Fumador
165066,No Fumador
165067,No Fumador
165068,Fumador
165069,Fumador
165070,No Fumador
165071,Fumador
165072,Fumador
165073,Fumador
165074,No Fumador
165075,No Fumador
165076,No Fumador
165077,No Fumador
165078,Fumador
165079,Fumador
165080,Fumador
165081,No Fumador
165082,No Fumador
165083,No Fumador
165084,No Fumador
165085,Fumador
165086,Fumador
165087,No Fumador
165088,No Fumador
165089,Fumador
165090,Fumador
165091,No Fumador
165092,No Fumador
165093,Fumador
165094,No Fumador
165095,No Fumador
165096,Fumador
165097,No Fumador
165098,No Fumador
165099,No Fumador
165100,No Fumador
165101,No Fumador
165102,Fumador
165103,No Fumador
165104,No Fumador
165105,No Fumador
165106,No Fumador
165107,Fumador
165108,No Fumador
165109,No Fumador
165110,No Fumador
165111,Fumador
165112,No Fumador
165113,No Fumador
165114,No Fumador
165115,No Fumador
165116,No Fumador
165117,Fumador
165118,Fumador
165119,No Fumador
165120,No Fumador
165121,No Fumador
165122,No Fumador
165123,Fumador
165124,No Fumador
165125,Fumador
165126,No Fumador
165127,Fumador
165128,Fumador
165129,Fumador
165130,Fumador
165131,No Fumador
165132,Fumador
165133,No Fumador
165134,Fumador
165135,No Fumador
165136,No Fumador
165137,No Fumador
165138,No Fumador
165139,No Fumador
165140,No Fumador
165141,No Fumador
165142,Fumador
165143,No Fumador
165144,No Fumador
165145,Fumador
165146,Fumador
165147,No Fumador
165148,Fumador
165149,Fumador
165150,Fumador
165151,Fumador
165152,No Fumador
165153,No Fumador
165154,Fumador
165155,No Fumador
165156,No Fumador
165157,No Fumador
165158,Fumador
165159,Fumador
165160,No Fumador
165161,No Fumador
165162,No Fumador
165163,Fumador
165164,No Fumador
165165,Fumador
165166,Fumador
165167,No Fumador
165168,Fumador
165169,No Fumador
165170,Fumador
165171,No Fumador
165172,Fumador
165173,Fumador
165174,No Fumador
165175,No Fumador
165176,Fumador
165177,No Fumador
165178,No Fumador
165179,No Fumador
165180,No Fumador
165181,Fumador
165182,No Fumador
165183,Fumador
165184,No Fumador
165185,No Fumador
165186,No Fumador
165187,Fumador
165188,No Fumador
165189,Fumador
165190,Fumador
165191,No Fumador
165192,Fumador
165193,Fumador
165194,No Fumador
165195,No Fumador
165196,No Fumador
165197,No Fumador
165198,No Fumador
165199,No Fumador
165200,Fumador
165201,No Fumador
165202,No Fumador
165203,No Fumador
165204,Fumador
165205,No Fumador
165206,Fumador
165207,No Fumador
165208,Fumador
165209,Fumador
165210,No Fumador
165211,No Fumador
165212,Fumador
165213,No Fumador
165214,Fumador
165215,Fumador
165216,No Fumador
165217,Fumador
165218,No Fumador
165219,Fumador
165220,No Fumador
165221,No Fumador
165222,Fumador
165223,Fumador
165224,No Fumador
165225,No Fumador
165226,Fumador
165227,Fumador
165228,No Fumador
165229,No Fumador
165230,Fumador
165231,Fumador
165232,No Fumador
165233,Fumador
165234,Fumador
165235,No Fumador
165236,No Fumador
165237,No Fumador
165238,Fumador
165239,Fumador
165240,No Fumador
165241,No Fumador
165242,No Fumador
165243,No Fumador
165244,Fumador
165245,No Fumador
165246,No Fumador
165247,No Fumador
165248,No Fumador
165249,No Fumador
165250,No Fumador
165251,No Fumador
165252,No Fumador
165253,No Fumador
165254,No Fumador
165255,No Fumador
165256,No Fumador
165257,No Fumador
165258,Fumador
165259,No Fumador
165260,No Fumador
165261,No Fumador
165262,No Fumador
165263,No Fumador
165264,No Fumador
165265,No Fumador
165266,No Fumador
165267,No Fumador
165268,Fumador
165269,No Fumador
165270,No Fumador
165271,No Fumador
165272,No Fumador
165273,No Fumador
165274,No Fumador
165275,Fumador
165276,Fumador
165277,No Fumador
165278,No Fumador
165279,No Fumador
165280,Fumador
165281,No Fumador
165282,No Fumador
165283,No Fumador
165284,Fumador
165285,No Fumador
165286,No Fumador
165287,No Fumador
165288,No Fumador
165289,Fumador
165290,No Fumador
165291,No Fumador
165292,Fumador
165293,Fumador
165294,No Fumador
165295,No Fumador
165296,No Fumador
165297,Fumador
165298,Fumador
165299,No Fumador
165300,Fumador
165301,Fumador
165302,No Fumador
165303,No Fumador
165304,Fumador
165305,Fumador
165306,Fumador
165307,No Fumador
165308,Fumador
165309,No Fumador
165310,No Fumador
165311,No Fumador
165312,No Fumador
165313,No Fumador
165314,Fumador
165315,No Fumador
165316,No Fumador
165317,No Fumador
165318,Fumador
165319,No Fumador
165320,Fumador
165321,No Fumador
165322,No Fumador
165323,No Fumador
165324,No Fumador
165325,No Fumador
165326,No Fumador
165327,Fumador
165328,No Fumador
165329,No Fumador
165330,No Fumador
165331,No Fumador
165332,Fumador
165333,Fumador
165334,No Fumador
165335,No Fumador
165336,Fumador
165337,No Fumador
165338,Fumador
165339,Fumador
165340,No Fumador
165341,Fumador
165342,No Fumador
165343,No Fumador
165344,No Fumador
165345,No Fumador
165346,No Fumador
165347,No Fumador
165348,No Fumador
165349,No Fumador
165350,No Fumador
165351,No Fumador
165352,Fumador
165353,No Fumador
165354,No Fumador
165355,No Fumador
165356,No Fumador
165357,No Fumador
165358,Fumador
165359,No Fumador
165360,Fumador
165361,No Fumador
165362,Fumador
165363,No Fumador
165364,No Fumador
165365,No Fumador
165366,Fumador
165367,No Fumador
165368,No Fumador
165369,No Fumador
165370,No Fumador
165371,No Fumador
165372,No Fumador
165373,No Fumador
165374,Fumador
165375,No Fumador
165376,No Fumador
165377,Fumador
165378,No Fumador
165379,No Fumador
165380,No Fumador
165381,No Fumador
165382,No Fumador
165383,No Fumador
165384,No Fumador
165385,No Fumador
165386,Fumador
165387,No Fumador
165388,Fumador
165389,Fumador
165390,No Fumador
165391,No Fumador
165392,No Fumador
165393,Fumador
165394,Fumador
165395,No Fumador
165396,No Fumador
165397,Fumador
165398,Fumador
165399,No Fumador
165400,Fumador
165401,No Fumador
165402,No Fumador
165403,Fumador
165404,No Fumador
165405,No Fumador
165406,No Fumador
165407,No Fumador
165408,Fumador
165409,Fumador
165410,No Fumador
165411,No Fumador
165412,Fumador
165413,No Fumador
165414,No Fumador
165415,Fumador
165416,Fumador
165417,No Fumador
165418,Fumador
165419,No Fumador
165420,No Fumador
165421,Fumador
165422,No Fumador
165423,No Fumador
165424,No Fumador
165425,Fumador
165426,Fumador
165427,No Fumador
165428,Fumador
165429,No Fumador
165430,Fumador
165431,Fumador
165432,No Fumador
165433,No Fumador
165434,No Fumador
165435,Fumador
165436,Fumador
165437,No Fumador
165438,No Fumador
165439,Fumador
165440,Fumador
165441,No Fumador
165442,Fumador
165443,Fumador
165444,No Fumador
165445,No Fumador
165446,No Fumador
165447,Fumador
165448,Fumador
165449,No Fumador
165450,No Fumador
165451,No Fumador
165452,Fumador
165453,Fumador
165454,Fumador
165455,Fumador
165456,No Fumador
165457,Fumador
165458,No Fumador
165459,Fumador
165460,Fumador
165461,Fumador
165462,No Fumador
165463,No Fumador
165464,No Fumador
165465,Fumador
165466,Fumador
165467,No Fumador
165468,No Fumador
165469,No Fumador
165470,No Fumador
165471,No Fumador
165472,No Fumador
165473,No Fumador
165474,No Fumador
165475,No Fumador
165476,Fumador
165477,No Fumador
165478,Fumador
165479,No Fumador
165480,No Fumador
165481,No Fumador
165482,Fumador
165483,No Fumador
165484,No Fumador
165485,Fumador
165486,No Fumador
165487,Fumador
165488,No Fumador
165489,No Fumador
165490,No Fumador
165491,Fumador
165492,No Fumador
165493,No Fumador
165494,Fumador
165495,No Fumador
165496,No Fumador
165497,Fumador
165498,No Fumador
165499,Fumador
165500,No Fumador
165501,No Fumador
165502,Fumador
165503,No Fumador
165504,Fumador
165505,No Fumador
165506,No Fumador
165507,Fumador
165508,Fumador
165509,No Fumador
165510,Fumador
165511,No Fumador
165512,No Fumador
165513,No Fumador
165514,Fumador
165515,No Fumador
165516,No Fumador
165517,Fumador
165518,Fumador
165519,Fumador
165520,No Fumador
165521,No Fumador
165522,No Fumador
165523,No Fumador
165524,Fumador
165525,Fumador
165526,No Fumador
165527,No Fumador
165528,No Fumador
165529,No Fumador
165530,No Fumador
165531,No Fumador
165532,No Fumador
165533,Fumador
165534,Fumador
165535,Fumador
165536,No Fumador
165537,No Fumador
165538,No Fumador
165539,No Fumador
165540,No Fumador
165541,No Fumador
165542,No Fumador
165543,No Fumador
165544,No Fumador
165545,No Fumador
165546,No Fumador
165547,Fumador
165548,No Fumador
165549,No Fumador
165550,Fumador
165551,No Fumador
165552,Fumador
165553,Fumador
165554,No Fumador
165555,Fumador
165556,Fumador
165557,No Fumador
165558,No Fumador
165559,Fumador
165560,No Fumador
165561,Fumador
165562,Fumador
165563,No Fumador
165564,Fumador
165565,No Fumador
165566,Fumador
165567,No Fumador
165568,Fumador
165569,Fumador
165570,No Fumador
165571,No Fumador
165572,No Fumador
165573,Fumador
165574,No Fumador
165575,No Fumador
165576,No Fumador
165577,No Fumador
165578,No Fumador
165579,Fumador
165580,No Fumador
165581,No Fumador
165582,Fumador
165583,Fumador
165584,No Fumador
165585,Fumador
165586,No Fumador
165587,No Fumador
165588,No Fumador
165589,No Fumador
165590,No Fumador
165591,No Fumador
165592,Fumador
165593,No Fumador
165594,Fumador
165595,Fumador
165596,Fumador
165597,Fumador
165598,No Fumador
165599,No Fumador
165600,No Fumador
165601,No Fumador
165602,No Fumador
165603,No Fumador
165604,Fumador
165605,Fumador
165606,Fumador
165607,Fumador
165608,No Fumador
165609,Fumador
165610,No Fumador
165611,No Fumador
165612,Fumador
165613,Fumador
165614,No Fumador
165615,No Fumador
165616,No Fumador
165617,No Fumador
165618,No Fumador
165619,Fumador
165620,Fumador
165621,Fumador
165622,Fumador
165623,No Fumador
165624,Fumador
165625,No Fumador
165626,No Fumador
